,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
434,인천광역시 강화군 화도면 동녘말길 238-7,,2,,A03,A0302,A03021700,2758006,28,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/70/2758570_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/2758570_image2_1.JPG,126.4068662,37.62053783,6,2.02207E+13,1,,렛츠고 강화캠핑,23061
435,인천광역시 서구 북항로32번안길 50,,2,,A04,A0401,A04011000,2927867,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/47/2882847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2882847_image3_1.jpg,126.6477389,37.5099716,6,2.02212E+13,7,,로가디스 모다아울렛 인천점,22769
436,인천광역시 연수구 송도국제대로 150,지하1층,2,,A04,A0401,A04011000,2925604,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/07/2882607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2882607_image3_1.jpg,126.6565305,37.38244768,6,2.02211E+13,8,,로라애슐리 현대송도,21999
437,인천광역시 서구 여우재로 101,1층,2,,A05,A0502,A05020900,2847564,39,2.02209E+13,,,126.6871193,37.48727493,6,2.02209E+13,7,,로스팅트리,22813
438,인천광역시 계양구 다남로143번길 12,,2,,A05,A0502,A05020900,2839330,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/23/2839323_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2839323_image3_1.jpg,126.7235553,37.5702326,6,2.02208E+13,2,,로즈스텔라정원,21015
439,인천광역시 미추홀구 주안중로 32,,2,,B02,B0201,B02010900,1747890,32,2.01211E+13,http://tong.visitkorea.or.kr/cms/resource/10/1745410_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1745410_image3_1.jpg,126.683012,37.46125289,6,2.02212E+13,3,0507-725-3965,로지호텔,22135
440,인천광역시 서구 원당대로 581,,2,,A04,A0401,A04011000,2894461,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/87/2882787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2882787_image3_1.jpg,126.6645878,37.59458705,6,2.02212E+13,7,,롯데마트_검단점,22637
441,인천광역시 계양구 장제로 822 (계산동),,2,,A04,A0401,A04011000,2894636,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/05/2882405_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2882405_image3_1.jpg,126.7360161,37.5409029,6,2.02212E+13,2,,롯데마트_계양점,21060
442,인천시 부평구 부평동 738-21,,2,,A04,A0401,A04011000,2894563,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/34/2882434_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2882434_image3_1.jpg,126.7227659,37.49024189,6,2.02212E+13,6,,롯데마트_부평역점,21404
443,인천광역시 부평구 산곡동 159-52,,2,,A04,A0401,A04011000,2894450,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/21/2882421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2882421_image3_1.jpg,126.7040867,37.50507039,6,2.02212E+13,6,,롯데마트_부평점,21362
444,인천광역시 부평구 삼산동 465-1,,2,,A04,A0401,A04011000,2894455,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/14/2882414_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2882414_image3_1.jpg,126.7320674,37.50794,6,2.02212E+13,6,,롯데마트_삼산점,21344
445,인천광역시 연수구 컨벤시아대로 177(송도동),,2,,A04,A0401,A04011000,2905093,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/43/2882743_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2882743_image3_1.jpg,126.6433371,37.38836621,6,2.02211E+13,8,,롯데마트_송도점,21998
446,인천 연수구 청학동 502-4,,2,,A04,A0401,A04011000,2894564,38,2.02211E+13,,,126.675189,37.41518588,6,2.02212E+13,8,,롯데마트_연수점,21926
447,인천광역시 중구 운서동 2803-2번지,,2,,A04,A0401,A04011000,2894451,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/77/2882777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2882777_image3_1.jpg,126.4912787,37.4926653,6,2.02212E+13,10,,롯데마트_영종도점,22371
448,인천광역시 서구 청라커낼로 252,,2,,A04,A0401,A04011000,2905061,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/23/2882823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2882823_image3_1.jpg,126.6447858,37.53091078,6,2.02211E+13,7,,롯데마트_청라점,22762
449,인천광역시 서구 원당대로 581,,2,,A04,A0401,A04011000,2922975,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/88/2882788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2882788_image3_1.jpg,126.6645878,37.59458705,6,2.02211E+13,7,,롯데하이마트 검단롯데마트점,22637
450,인천광역시 계양구 장제로 822,,2,,A04,A0401,A04011000,2916600,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/07/2882407_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2882407_image3_1.jpg,126.7360161,37.5409029,6,2.02212E+13,2,,롯데하이마트 계양점,21060
451,인천 남동구 청능대로 480,,2,,A04,A0401,A04011000,2915197,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/65/2882465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2882465_image3_1.jpg,126.7127416,37.39878289,6,2.02212E+13,4,,롯데하이마트 논현신도시점,21686
452,인천광역시 부평구 광장로 16,,2,,A04,A0401,A04011000,2922945,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/40/2882440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2882440_image3_1.jpg,126.7227659,37.49024189,6,2.02211E+13,6,,롯데하이마트 부평역점,21404
453,인천광역시 부평구 길주로 623,,2,,A04,A0401,A04011000,2922792,38,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/15/2882415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2882415_image3_1.jpg,126.7320674,37.50794,6,2.02211E+13,6,,롯데하이마트 삼산롯데마트점,21344
454,인천광역시 연수구 송도동 6-11,,2,,A04,A0401,A04011000,2922649,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/44/2882744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2882744_image3_1.jpg,126.6433371,37.38836621,6,2.02211E+13,8,,롯데하이마트 송도롯데마트점,21998
455,인천광역시 연수구 청능대로 87,,2,,A04,A0401,A04011000,2922841,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/69/2882469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2882469_image3_1.jpg,126.675189,37.41518588,6,2.02211E+13,8,,롯데하이마트 연수롯데마트점,21926
456,인천 연수구 청능대로 64,,2,,A04,A0401,A04011000,2914070,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/71/2882471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2882471_image3_1.jpg,126.6730031,37.41596908,6,2.02211E+13,8,,롯데하이마트 연수점,21963
457,인천 미추홀구 경원대로 757,,2,,A04,A0401,A04011000,2929292,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/45/2882745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2882745_image3_1.jpg,126.6894117,37.45043759,6,2.02212E+13,3,,롯데하이마트 주안점,22228
458,인천시 연수구 송도국제대로 123,1층롱샴,2,,A04,A0401,A04011000,2912429,38,2.0221E+13,,,126.6579998,37.38280322,6,2.02211E+13,8,,롱샴 현대송도,21984
459,인천시 연수구 송도국제대로 123,지층,2,,A04,A0401,A04011000,2928519,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/38/2882638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2882638_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,룩옵티컬 현대송도,21984
460,"인천광역시 연수구 청능대로 210, 2층",,2,,A04,A0401,A04011000,2915729,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/79/2882479_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2882479_image3_1.jpg,126.6836357,37.40605098,6,2.02211E+13,8,,르꼬끄 스퀘어원,21975
461,"인천광역시 연수구 송도국제대로 123, B1층",,2,,A04,A0401,A04011000,2903796,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/88/2882688_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2882688_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,르꼬끄 현대송도,21984
462,인천 중구 개항로38-1,,2,,A04,A0401,A04011000,2923160,38,2.0221E+13,,,126.6269057,37.47182844,6,2.02211E+13,10,,르꼬끄스포르티브,22322
463,인천광역시 연수구 센트럴로 194,"(송도동,더샵 센트럴파크2)",2,,A05,A0502,A05020200,2703484,39,2.02101E+13,,,126.6404205,37.39517926,6,2.02303E+13,8,,르풍미,22003
464,인천시 연수구 송도국제대로 123,지하1층,2,,A04,A0401,A04011000,2927698,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/97/2882697_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2882697_image3_1.jpg,126.6579998,37.38280322,6,2.02212E+13,8,,리복 현대아울렛 송도점,21984
465,인천광역시 강화군 삼산면 삼산남로 411,,2,0,A02,A0202,A02020300,2781270,12,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/08/2781308_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/08/2781308_image2_1.png,126.3553447,37.66308196,6,2.02301E+13,1,,리안월드핫스프링빌리지,23007
466,인천광역시 서구 칠천왕로7번길 19,,2,,B02,B0201,B02010900,1964059,32,2.01411E+13,,,126.6694203,37.50703899,6,2.0221E+13,7,032-578-2520,리츠모텔,22789
467,인천광역시 연수구 능허대로 124,,2,,B02,B0201,B02010900,1747999,32,2.01211E+13,http://tong.visitkorea.or.kr/cms/resource/07/1745607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1745607_image3_1.jpg,126.6432834,37.42134849,6,2.0221E+13,8,032-831-2234,리치호텔,21959
468,인천광역시 연수구 송도과학로28번길 8 더샵 송도트리플타워 East,"1층 130, 131호",2,,A05,A0502,A05020900,2852134,39,2.02209E+13,http://tong.visitkorea.or.kr/cms/resource/18/2852118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2852118_image3_1.jpg,126.6606774,37.38251442,6,2.0221E+13,8,,린치핀,21984
469,인천광역시 강화군 화도면 마니산로675번길 18,,2,0,A01,A0101,A01010400,125468,12,2.00603E+13,http://tong.visitkorea.or.kr/cms/resource/74/1659674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1659674_image3_1.jpg,126.4237865,37.63246729,6,2.02205E+13,1,,마니산(강화),23060
470,인천광역시 강화군 화도면 해안남로 1182,,2,,A05,A0502,A05020100,2791212,39,2.02112E+13,http://tong.visitkorea.or.kr/cms/resource/94/2791294_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2791294_image2_1.jpg,126.456348,37.61095092,6,2.02212E+13,1,,마니산산채,23059
471,,,2,,C01,C0116,C01160001,1886033,25,2.01401E+13,http://tong.visitkorea.or.kr/cms/resource/36/1577236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1577236_image3_1.jpg,126.4347558,37.70292593,6,2.01609E+13,1,,마니산에서 즐기는 캠핑여행,
472,인천광역시 강화군 가능포로 221 구가네콩비지탕,,2,,A05,A0502,A05020400,2872838,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/30/2872830_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2872830_image3_1.jpg,126.4254914,37.65179284,6,2.02211E+13,1,,마니산짜장,23057
473,인천광역시 강화군 보리고개로89번길 10,,2,,A05,A0502,A05020300,2878142,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/41/2878141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2878141_image3_1.jpg,126.4789456,37.62320822,6,2.02212E+13,1,,마니온,23051
474,인천광역시 강화군 마니산로 672-1,,2,,A05,A0502,A05020100,2878148,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/47/2878147_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2878147_image3_1.jpg,126.4237503,37.63455871,6,2.0221E+13,1,,마니호칼국수,23060
475,인천광역시 강화군 해안동로 96-29,,2,,A05,A0502,A05020900,2872860,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/48/2872848_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2872848_image3_1.jpg,126.5302544,37.63656868,6,2.02302E+13,1,,마레 616,23049
476,인천광역시 동구  금곡로 (8-1),,2,,A05,A0502,A05020200,2805293,39,2.02201E+13,,,126.6365298,37.47250909,6,2.02202E+13,5,,마리데키친,22554
477,인천광역시 연수구 신송로125번길 13,(송도동),2,0,A02,A0202,A02020600,2782697,12,2.02111E+13,,,126.6511723,37.39462395,6,2.02302E+13,8,,마리앤쥬,21995
478,인천광역시 강화군 길상면 장흥로101번길 6,,2,,A03,A0302,A03021700,2734148,28,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/05/2734005_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2734005_image2_1.JPG,126.5106318,37.61547913,6,2.02211E+13,1,,마리원캠프,23052
479,인천광역시 남동구 소래역남로16번길 75,(논현동),2,0,A02,A0204,A02040800,2767579,14,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/76/2780976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2780976_image2_1.jpg,126.733373,37.4001331,6,2.0221E+13,4,,마샘소래본점,21674
480,인천광역시 중구 마시란로 163,"1,2층",2,,A05,A0502,A05020900,2834137,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/24/2834124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2834124_image3_1.jpg,126.4140484,37.43583445,6,2.02208E+13,10,,마시랑카페,22385
481,인천광역시 중구 마시란로 118,,2,,A05,A0502,A05020100,2875615,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/00/2875600_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2875600_image3_1.jpg,126.4175815,37.43266266,6,2.0221E+13,10,,마시안생선구이정식,22385
482,인천광역시 중구 마시란로 77,,2,,A05,A0502,A05020100,2839558,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/47/2839547_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2839547_image3_1.jpg,126.4183704,37.42920752,6,2.02208E+13,10,,마시안어부집,22385
483,인천광역시 중구 마시란로 155,"1,2층",2,,A05,A0502,A05020900,2834155,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/51/2834151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2834151_image3_1.jpg,126.4143289,37.43518175,6,2.02208E+13,10,,마시안제빵소,22385
484,인천광역시 중구 월미로 252,(북성동1가),2,0,A01,A0101,A01010500,2783003,12,2.02111E+13,,,126.5983833,37.47388604,6,2.02205E+13,10,,마이랜드,22303
485,인천광역시 연수구 송도국제대로 123,,2,,A04,A0401,A04011000,2927618,38,2.0221E+13,,,126.6579998,37.38280322,6,2.02212E+13,8,,마이클코어스 현대 송도점,21984
486,인천광역시 서구 완정로65번안길 10,"(마전동,검단1차 대주피오레아파트) 110동 201호",2,,B02,B0201,B02011100,2631334,32,2.0191E+13,,,126.6656959,37.59682293,,2.01911E+13,7,010-8503-8406,마전역 게스트하우스,22638
487,인천광역시 남동구 오봉동로10번길 35,(도림동),2,,A05,A0502,A05020900,2778409,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/56/2795356_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2795356_image2_1.jpg,126.7291758,37.41563678,6,2.02207E+13,4,,마크로스터스까페,21656
488,인천광역시 서구 청라에메랄드로41번길 21,,2,,A05,A0502,A05020100,2841890,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/84/2841884_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2841884_image3_1.jpg,126.6556071,37.52954169,6,2.02208E+13,7,,마포식당청라점,22740
489,인천광역시 강화군 해안남로1844번길 19,,2,,A05,A0502,A05020900,2838896,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/93/2838893_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2838893_image3_1.jpg,126.4251232,37.60616482,6,2.02208E+13,1,,마호가니 강화점,23062
490,인천광역시 연수구 벚꽃로 130-3,"(연수동,연수푸르지오1단지)",2,,A05,A0502,A05020100,2768167,39,2.02111E+13,,,126.6801497,37.41609975,6,2.02211E+13,8,,막 퍼주는 시골집밥,21927
491,"인천광역시 연수구 송도국제대로 123, 481호",,2,,A04,A0401,A04011000,2914007,38,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/49/2882549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2882549_image3_1.jpg,126.6579998,37.38280322,6,2.02211E+13,8,,만다리나덕 현대송도,21984
492,인천광역시 중구 차이나타운로 36 만다복,,2,,A05,A0502,A05020400,2824211,39,2.02206E+13,,,126.6192869,37.47617503,6,2.02206E+13,10,,만다복,22312
493,인천광역시 서구 백범로622번길 20,,2,,A05,A0502,A05020100,2841908,39,2.02208E+13,http://tong.visitkorea.or.kr/cms/resource/00/2841900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2841900_image3_1.jpg,126.6877861,37.47873705,6,2.02208E+13,7,,만미가셀프장어구이,22824
494,인천광역시 계양구 벌말로 618,,2,,A05,A0502,A05020400,2873360,39,2.0221E+13,http://tong.visitkorea.or.kr/cms/resource/49/2873349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2873349_image3_1.jpg,126.7815968,37.58309047,6,2.02212E+13,2,,만복짬뽕집,21009
495,인천광역시 동구 만석동 9-34,(만석동),2,0,A01,A0101,A01011400,2768168,12,2.02111E+13,,,126.6214419,37.4868155,6,2.02305E+13,5,,만석부두,22504
496,인천광역시 남동구 하촌로 57,,2,,A05,A0502,A05020100,604250,39,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/38/1887138_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1887138_image3_1.jpg,126.7329521,37.45300473,6,2.02301E+13,4,032-435-0505,만수본갈비,21539
497,인천광역시 남동구 수현로 125,,2,,A05,A0502,A05020100,2900941,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/36/2900936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2900936_image3_1.jpg,126.7387291,37.46418964,6,2.02211E+13,4,,만수숯불갈비,21522
498,인천광역시 남동구 만수로37번길 1-1,(만수동),2,,A04,A0401,A04010200,2766297,38,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/75/2780975_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/75/2780975_image2_1.png,126.732552,37.45984004,6,2.02303E+13,4,,만수시장,21524
499,인천광역시 중구 하늘중앙로225번길 3,(중산동),2,,A05,A0502,A05020200,2768109,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/22/2790222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2790222_image2_1.jpg,126.558381,37.48823366,6,2.02211E+13,10,,만수채뷔페 영종도하늘도시점,22402
500,인천광역시 남동구 만의골로189번길 25,,2,,A05,A0502,A05020100,2900957,39,2.02211E+13,http://tong.visitkorea.or.kr/cms/resource/54/2900954_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2900954_image3_1.jpg,126.7717929,37.4596352,6,2.02211E+13,4,,만의골느티나무집,21533
501,인천광역시 중구 영종순환로 279-20,(중산동),2,,A03,A0303,A03030600,2768146,28,2.02111E+13,,,126.5522725,37.51500267,6,2.02212E+13,10,,만정민트바다낚시터,22358
502,인천광역시 중구 영종순환로 279-20,(중산동),2,,A03,A0303,A03030600,2768151,28,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/25/2790225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2790225_image2_1.jpg,126.5522725,37.51500267,6,2.02212E+13,10,,만정바다좌대낚시터,22358
503,인천광역시 중구 영종순환로 279-20,(중산동),2,,A03,A0303,A03030600,2768158,28,2.02111E+13,,,126.5522725,37.51500267,6,2.02301E+13,10,,만정사계절바다낚시터,22358
504,인천광역시 중구 영종순환로339번길 85,(중산동),2,,A05,A0502,A05020100,2765502,39,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/33/2781433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2781433_image2_1.jpg,126.5431123,37.51160568,6,2.02212E+13,10,,만정수산,22358
505,인천광역시 중구 영종순환로 279-20,(중산동),2,,A03,A0302,A03021700,2018189,28,2.01507E+13,,,126.5499393,37.51546924,6,2.02302E+13,10,,만정캠핑장,22358
